"","X","Company","Parent.Company","Location","City","County","Address","Zip","Project.Description","NAICS.Industry.Code","Year","Subsidy.Value","Megadeal.Contribution","Subsidy.Value.Adjusted.For.Megadeal","Program.Name","Awarding.Agency","Type.of.Subsidy","Number.of.Jobs.or.Training.Slots","Wage.Data","Wage.Data.Type","Investment.Data","Value.of.Exempted.Property","Source.of.Data","Notes","Subsidy.Source","CFDA.Program.Number","Loan.Value","State.in.Which.Facility.Is.Located","HQ.State.of.Parent","HQ.Country.of.Parent","Ownership.Structure","Major.Industry.of.Parent","Specific.Industry.of.Parent","Megadeal.Subsidy.Value.in.2023.Dollars","subs_m","Sector","investment_m","Seq..No.","X2022.NAICS.US.Code","X4"
"686",91812,"EATON HYDRAULICS LLC","Eaton","Oklahoma","","Pottawatomie",NA,NA,"year of exemption: 2",NA,2021,18508,"$0","$18,508","Ad Valorem Reimbursement Fund","Oklahoma Tax Commission","tax credit/rebate",NA,NA,NA,NA,0,"https://oklahoma.gov/tax/reporting-resources/reports.html?q=annualreports","Year is FY. Subsidy value is value of exemption.","state",NA,NA,NA,"","Ireland","publicly traded","industrial equipment","industrial equipment",NA,0.018508,"Machinery Manufacturing",NA,685,333,NA
"687",30121,"Astronics Advanced Electronic Systems Corp.","Astronics","Washington",NA,NA,NA,NA,NA,NA,2023,18192,"$0","$18,192","Aerospace FAR Part 145 Reduced B&O Tax Rate","Department of Revenue","Tax Credit/Rebate",NA,NA,NA,NA,0,"https://secure.dor.wa.gov/gteunauth/_/","Subsidy value is the amount for the year.","state",NA,NA,NA,"New York","USA","publicly traded","electrical and electronic equipment","electronic equipment","$0",0.018192,"Electrical Equipment, Appliance, and Component Manufacturing",NA,777,335,NA
"688",216590,"Potomac Electric Power Company","Exelon","District of Columbia","Washington",NA,"2200 13TH ST NW WASHINGTON DC 20009",NA,"",NA,2022,18000,"$0","$18,000","Property Tax Abatement","Office of the Deputy Mayor for Planning and Economic Development","Tax Credit/Rebate",NA,NA,NA,NA,0,"https://cfo.dc.gov/page/unified-economic-development-reports","Year is fiscal year.","state",NA,NA,NA,"Illinois","USA","publicly traded","utilities and power generation","utilities","$0",0.018,"Utilities",NA,173,22,NA
"689",291244,"Westinghouse Air Brake Tech Corp & Subs","Westinghouse Air Brake Technologies (Wabtec)","Maryland","","Montgomery",NA,NA,"","336999",2021,17817,"$0","$17,817","Research and Development Tax Credit","Department of Business & Economic Development","tax credit/rebate",NA,NA,NA,NA,0,"https://transparency.md.gov/public/single/?appid=2f3c6c3a-ce52-4211-b284-13060307027a&sheet=809d84d9-fa71-4af5-8727-62b9a62ff772&opt=ctxmenu","Year is fiscal year. Subsidy is approved tax credit amount. Jobs are number of promised jobs. Investment is total project cost.","state",NA,NA,NA,"Pennsylvania","USA","publicly traded","industrial equipment","industrial equipment",NA,0.017817,"Machinery Manufacturing",NA,685,333,NA
"690",16201,"AT&T Corp.","AT&T","Colorado","Colorado Springs","El Paso","",NA,"Pikes Peak EZ","517110",2021,17529,"$0","$17,529","Enterprise Zone","Office of Economic Development and International Trade","Tax Credit/Rebate",0,"","",NA,0,"https://oedit.colorado.gov/about/oedit-reports#edc","Year is fiscal year. Subsidy is a sum of ITC tax credit, job training credits earned, ESHITC tax credit, NETC credits and rehabilitation tax credits (for the breakdown see original source). Jobs number represents employee change between beginning and end of the year.","state",NA,NA,NA,"Texas","USA","publicly traded","telecommunications","telecommunications","$0",0.017529,"Telecommunications",NA,1388,517,NA
"691",216589,"Potomac Electric Power Company","Exelon","District of Columbia","Washington",NA,"1616 L ST NW WASHINGTON DC 20036",NA,"",NA,2022,17000,"$0","$17,000","Property Tax Abatement","Office of the Deputy Mayor for Planning and Economic Development","Tax Credit/Rebate",NA,NA,NA,NA,0,"https://cfo.dc.gov/page/unified-economic-development-reports","Year is fiscal year.","state",NA,NA,NA,"Illinois","USA","publicly traded","utilities and power generation","utilities","$0",0.017,"Utilities",NA,173,22,NA
"692",134441,"Hubbell Gas Fka Burndy Llc","Hubbell","Oklahoma","","Wagoner",NA,NA,"year of exemption: 4",NA,2023,16955,"$0","$16,955","Ad Valorem Reimbursement Fund","Oklahoma Tax Commission","tax credit/rebate",NA,"","",NA,0,"https://oklahoma.gov/tax/reporting-resources/reports.html?q=annualreports","Year is FY. Subsidy value is value of exemption.","state",NA,NA,NA,"Connecticut","USA","publicly traded","electrical and electronic equipment","electrical equipment","$0",0.016955,"Electrical Equipment, Appliance, and Component Manufacturing",NA,777,335,NA
"693",96262,"Eldec, LLC","Crane Co.","Washington",NA,NA,NA,NA,NA,NA,2022,16665,"$0","$16,665","Aerospace Pre-production Expenditures B&O Tax Credit","Department of Revenue","Tax Credit/Rebate",NA,NA,NA,NA,0,"https://secure.dor.wa.gov/gteunauth/_/#1","Subsidy value is the amount for the year.","state",NA,NA,NA,"Connecticut","USA","publicly traded","industrial equipment","industrial equipment","$0",0.016665,"Machinery Manufacturing",NA,685,333,NA
"694",216588,"Potomac Electric Power Company","Exelon","District of Columbia","Washington",NA,"3302 15TH ST SE WASHINGTON DC 20032",NA,"",NA,2022,16500,"$0","$16,500","Property Tax Abatement","Office of the Deputy Mayor for Planning and Economic Development","Tax Credit/Rebate",NA,NA,NA,NA,0,"https://cfo.dc.gov/page/unified-economic-development-reports","Year is fiscal year.","state",NA,NA,NA,"Illinois","USA","publicly traded","utilities and power generation","utilities","$0",0.0165,"Utilities",NA,173,22,NA
"695",259262,"T-Mobile Usa, Inc.","T-Mobile US","Maryland","","Prince George's","",NA,"","517312",2022,16086,"$0","$16,086","Research and Development Tax Credit","Department of Business & Economic Development","tax credit/rebate",NA,NA,NA,NA,0,"https://transparency.md.gov/public/single/?appid=2f3c6c3a-ce52-4211-b284-13060307027a&sheet=809d84d9-fa71-4af5-8727-62b9a62ff772&opt=ctxmenu","Year is fiscal year. Subsidy is approved tax credit amount.","state",NA,NA,NA,"Washington","USA","publicly traded","telecommunications","telecommunications",NA,0.016086,"Telecommunications",NA,1388,517,NA
"696",91815,"EATON HYDRAULICS LLC","Eaton","Oklahoma",NA,"Pottawatomie",NA,NA,"year of exemption: 3",NA,2022,16054,"$0","$16,054","Ad Valorem Reimbursement Fund","Oklahoma Tax Commission","tax credit/rebate",NA,NA,NA,NA,0,"https://oklahoma.gov/tax/reporting-resources/reports.html?q=annualreports","Year is FY. Subsidy value is value of exemption.","state",NA,NA,NA,"","Ireland","publicly traded","industrial equipment","industrial equipment",NA,0.016054,"Machinery Manufacturing",NA,685,333,NA
"697",37889,"BURNDY LLC","Hubbell","Oklahoma",NA,"Wagoner",NA,NA,"year of exemption: 3",NA,2022,15999,"$0","$15,999","Ad Valorem Reimbursement Fund","Oklahoma Tax Commission","tax credit/rebate",NA,NA,NA,NA,0,"https://oklahoma.gov/tax/reporting-resources/reports.html?q=annualreports","Year is FY. Subsidy value is value of exemption.","state",NA,NA,NA,"Connecticut","USA","publicly traded","electrical and electronic equipment","electrical equipment",NA,0.015999,"Electrical Equipment, Appliance, and Component Manufacturing",NA,777,335,NA
"698",134463,"Hubbell-Burndy","Hubbell","Oklahoma","","Wagoner",NA,NA,"year of exemption: 5",NA,2024,15292,"$0","$15,292","Ad Valorem Reimbursement Fund","Oklahoma Tax Commission","tax credit/rebate",NA,"","",NA,0,"https://oklahoma.gov/tax/reporting-resources/reports.html?q=annualreports","Year is FY. Subsidy value is value of exemption.","state",NA,NA,NA,"Connecticut","USA","publicly traded","electrical and electronic equipment","electrical equipment","$0",0.015292,"Electrical Equipment, Appliance, and Component Manufacturing",NA,777,335,NA
"699",262345,"TK HOLDINGS, INC","Ningbo Joyson Electronic","Illinois",NA,"Will",NA,"60585",NA,NA,2021,15000,"$0","$15,000","Will County: Small Business Assistance Grant Program","Will County Board","grant",NA,NA,NA,NA,0,"https://www.willcountyillinois.com/CARES-Act-and-CRF-Overview/Local-Business-Assistance/Program-Data","Year is CY in which grant was awarded. Subsidy value is value of grant","local",NA,NA,NA,NA,"Japan","publicly traded","automotive parts","automotive parts",NA,0.015,"Motor Vehicle Parts Manufacturing",NA,818,3363,NA
"700",90928,"Dxc Technology Services","DXC Technology","Oklahoma","","Tulsa",NA,NA,"year of exemption: 1",NA,2023,14843,"$0","$14,843","Ad Valorem Reimbursement Fund","Oklahoma Tax Commission","tax credit/rebate",NA,"","",NA,0,"https://oklahoma.gov/tax/reporting-resources/reports.html?q=annualreports","Year is FY. Subsidy value is value of exemption.","state",NA,NA,NA,"Virginia","USA","publicly traded","information technology","information technology","$0",0.014843,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",NA,1402,518,NA
"701",16345,"AT&T Mobility II LLC","AT&T","Colorado","Aurora","Adams","",NA,"Adams County EZ","517210",2021,14669,"$0","$14,669","Enterprise Zone","Office of Economic Development and International Trade","Tax Credit/Rebate",0,"","",NA,0,"https://oedit.colorado.gov/about/oedit-reports#edc","Year is fiscal year. Subsidy is a sum of ITC tax credit, job training credits earned, ESHITC tax credit, NETC credits and rehabilitation tax credits (for the breakdown see original source). Jobs number represents employee change between beginning and end of the year.","state",NA,NA,NA,"Texas","USA","publicly traded","telecommunications","telecommunications","$0",0.014669,"Telecommunications",NA,1388,517,NA
"702",12977,"ALFA  LAVAL INC","Alfa Laval","Oklahoma","","",NA,NA,"",NA,2021,14415,"$0","$14,415","Quality Jobs Incentive Payment","Oklahoma Tax Commission","grant",NA,NA,NA,NA,0,"https://oklahoma.gov/tax/reporting-resources/reports.html?q=taxcredit","Year is fiscal year; subsidy value is cash payment during the year.","state",NA,NA,NA,"","Sweden","publicly traded","industrial equipment","industrial equipment",NA,0.014415,"Machinery Manufacturing",NA,685,333,NA
"703",37888,"BURNDY LLC","Hubbell","Oklahoma",NA,"Wagoner",NA,NA,"year of exemption: 5",NA,2022,13977,"$0","$13,977","Ad Valorem Reimbursement Fund","Oklahoma Tax Commission","tax credit/rebate",NA,NA,NA,NA,0,"https://oklahoma.gov/tax/reporting-resources/reports.html?q=annualreports","Year is FY. Subsidy value is value of exemption.","state",NA,NA,NA,"Connecticut","USA","publicly traded","electrical and electronic equipment","electrical equipment",NA,0.013977,"Electrical Equipment, Appliance, and Component Manufacturing",NA,777,335,NA
"704",30118,"Astronics Advanced Electronic Systems Corp.","Astronics","Washington",NA,NA,NA,NA,NA,NA,2022,13848,"$0","$13,848","Aerospace FAR Part 145 Reduced B&O Tax Rate","Department of Revenue","Tax Credit/Rebate",NA,NA,NA,NA,0,"https://secure.dor.wa.gov/gteunauth/_/#1","Subsidy value is the amount for the year.","state",NA,NA,NA,"New York","USA","publicly traded","electrical and electronic equipment","electronic equipment","$0",0.013848,"Electrical Equipment, Appliance, and Component Manufacturing",NA,777,335,NA
"705",121452,"Graham Corporation","Graham Corp.","New York","Batavia",NA,"20 Florence Avenue","14020","Manufacturing",NA,2021,13762,"$0","$13,762","Industrial Development Agencies","Genesee County Industrial Development Agency","tax credit/rebate",48,"$0","Average annual salary",2034850,0,"https://data.ny.gov/Transparency/Industrial-Development-Agencies-Project-Data/9rtk-3fkw/data","Year is fiscal year. Subsidy value is property tax abatements and sales tax exemptions less net of payments in lieu of taxes for the fiscal year. Jobs data is total current FTE. Wage data is estimated annual salary of jobs created. See original source for further details on jobs and wage information. Investment is total project cost.","local",NA,NA,NA,"""New York""","USA","publicly traded","industrial equipment","industrial equipment",NA,0.013762,"Machinery Manufacturing",2.035,685,333,NA
"706",91811,"EATON HYDRAULICS LLC","Eaton","Oklahoma","","Pottawatomie",NA,NA,"year of exemption: 1",NA,2021,13673,"$0","$13,673","Ad Valorem Reimbursement Fund","Oklahoma Tax Commission","tax credit/rebate",NA,NA,NA,NA,0,"https://oklahoma.gov/tax/reporting-resources/reports.html?q=annualreports","Year is FY. Subsidy value is value of exemption.","state",NA,NA,NA,"","Ireland","publicly traded","industrial equipment","industrial equipment",NA,0.013673,"Machinery Manufacturing",NA,685,333,NA
"707",216587,"Potomac Electric Power Company","Exelon","District of Columbia","Washington",NA,"2119 CHAMPLAIN ST NW WASHINGTON DC 20009",NA,"",NA,2022,13000,"$0","$13,000","Property Tax Abatement","Office of the Deputy Mayor for Planning and Economic Development","Tax Credit/Rebate",NA,NA,NA,NA,0,"https://cfo.dc.gov/page/unified-economic-development-reports","Year is fiscal year.","state",NA,NA,NA,"Illinois","USA","publicly traded","utilities and power generation","utilities","$0",0.013,"Utilities",NA,173,22,NA
"708",16344,"AT&T Mobility II LLC","AT&T","Colorado","Colorado Springs","El Paso","",NA,"Pikes Peak EZ","517210",2021,12995,"$0","$12,995","Enterprise Zone","Office of Economic Development and International Trade","Tax Credit/Rebate",0,"","",NA,0,"https://oedit.colorado.gov/about/oedit-reports#edc","Year is fiscal year. Subsidy is a sum of ITC tax credit, job training credits earned, ESHITC tax credit, NETC credits and rehabilitation tax credits (for the breakdown see original source). Jobs number represents employee change between beginning and end of the year.","state",NA,NA,NA,"Texas","USA","publicly traded","telecommunications","telecommunications","$0",0.012995,"Telecommunications",NA,1388,517,NA
"709",24553,"Amdocs, Inc.","Amdocs","Washington",NA,NA,NA,NA,NA,NA,2021,12316,"$0","$12,316","Data Center Sales & Use Tax Exemption","Department of Revenue","tax credit/rebate",NA,NA,NA,NA,0,"https://secure.dor.wa.gov/gteunauth/_/#540","Subsidy value is the amount for the year.","state",NA,NA,NA,"Missouri","USA","publicly traded","telecommunications","telecommunications services",NA,0.012316,"Telecommunications",NA,1388,517,NA
"710",26118,"Amphenol Intercon Systems Inc","Amphenol","Pennsylvania",NA,"",NA,NA,"",NA,2021,12100,"$0","$12,100","Research & Development Tax Credit","Department of Community & Economic Development","tax credit/rebate",NA,NA,NA,NA,0,"https://www.revenue.pa.gov/News%20and%20Statistics/ReportsStats/ResearchDevCredit/Pages/default.aspx","Year is CY. Subsidy is credit awarded in year.","state",NA,NA,NA,"Connecticut","USA","publicly traded","electrical and electronic equipment","electronic equipment",NA,0.0121,"Electrical Equipment, Appliance, and Component Manufacturing",NA,777,335,NA
"711",138480,"Ii-Vi Aerospace & Defense, Inc.","Coherent Corp.","Pennsylvania",NA,"",NA,NA,"",NA,2021,12100,"$0","$12,100","Research & Development Tax Credit","Department of Community & Economic Development","tax credit/rebate",NA,NA,NA,NA,0,"https://www.revenue.pa.gov/News%20and%20Statistics/ReportsStats/ResearchDevCredit/Pages/default.aspx","Year is CY. Subsidy is credit awarded in year.","state",NA,NA,NA,"California","USA","publicly traded","industrial equipment","photonics systems",NA,0.0121,"Machinery Manufacturing",NA,685,333,NA
"712",37579,"BSH Home Appliances Corporation (project 3)","Robert Bosch","North Carolina","","",NA,NA,"Craven Community College","116",2023,11880,"$0","$11,880","Customized Training Program","North Carolina Community College System","training reimbursement",NA,NA,NA,NA,0,"https://www.ncleg.gov/Documents/19/4467","Year is FY. Subsidy value is value of total training expenditures. Jobs data is total number of workers trained.","state",NA,NA,NA,"","Germany","privately held","automotive parts","automotive parts","$0",0.01188,"Motor Vehicle Parts Manufacturing",NA,818,3363,NA
"713",282542,"Veyance Technologies, Inc.","Continental AG","Nebraska","Norfolk","","",NA,"",NA,2022,11708,"$0","$11,708","Nebraska Advantage Act","Department of Economic Development","tax rebate",NA,NA,NA,NA,0,"https://revenue.nebraska.gov/sites/revenue.nebraska.gov/files/doc/2022_Tax_Incentives_Annual_Report_Final.pdf","Year is FY. Subsidy value is tax credits used and refunds approved.","state",NA,NA,NA,"""""","Germany","publicly traded","automotive parts","automotive parts-tires",NA,0.011708,"Motor Vehicle Parts Manufacturing",NA,818,3363,NA
"714",90927,"Dxc Technologies","DXC Technology","Oklahoma","","Tulsa",NA,NA,"year of exemption: 2",NA,2024,11538,"$0","$11,538","Ad Valorem Reimbursement Fund","Oklahoma Tax Commission","tax credit/rebate",NA,"","",NA,0,"https://oklahoma.gov/tax/reporting-resources/reports.html?q=annualreports","Year is FY. Subsidy value is value of exemption.","state",NA,NA,NA,"Virginia","USA","publicly traded","information technology","information technology","$0",0.011538,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",NA,1402,518,NA
