"Actual investments by state, technology, and quarter (2024 million USD)"

version:,2025_Q2.20250811.0
created:,Mon Aug 11 13:41:07 2025 (PDT)

Segment,State,Technology,Subcategory,quarter,Estimated_Actual_Quarterly_Expenditure,Decarb_Sector
Retail,SD,Zero Emission Vehicles,BEV,2021-Q2,3.029135,Transport
Retail,SD,Zero Emission Vehicles,BEV,2021-Q3,3.420977,Transport
Retail,SD,Zero Emission Vehicles,BEV,2021-Q4,3.721146,Transport
Retail,SD,Zero Emission Vehicles,BEV,2022-Q1,5.087845,Transport
Retail,SD,Zero Emission Vehicles,BEV,2022-Q2,4.391972,Transport
Retail,SD,Zero Emission Vehicles,BEV,2022-Q3,7.023265,Transport
Retail,SD,Zero Emission Vehicles,BEV,2022-Q4,5.972839,Transport
Retail,SD,Zero Emission Vehicles,BEV,2023-Q1,6.864884,Transport
Retail,SD,Zero Emission Vehicles,BEV,2023-Q2,5.261417,Transport
Retail,SD,Zero Emission Vehicles,BEV,2023-Q3,8.232582,Transport
Retail,SD,Zero Emission Vehicles,BEV,2023-Q4,8.559844,Transport
Retail,SD,Zero Emission Vehicles,BEV,2024-Q1,7.982475,Transport
Retail,SD,Zero Emission Vehicles,BEV,2024-Q2,8.600673,Transport
Retail,SD,Zero Emission Vehicles,BEV,2024-Q3,10.042210,Transport
Retail,SD,Zero Emission Vehicles,BEV,2024-Q4,13.048497,Transport
Retail,SD,Zero Emission Vehicles,BEV,2025-Q1,10.075749,Transport
Retail,SD,Zero Emission Vehicles,BEV,2025-Q2,10.289108,Transport
Retail,SD,Zero Emission Vehicles,PHEV,2018-Q1,0.537357,Transport
Retail,SD,Zero Emission Vehicles,PHEV,2018-Q2,0.845127,Transport
Retail,SD,Zero Emission Vehicles,PHEV,2018-Q3,0.647737,Transport
Retail,SD,Zero Emission Vehicles,PHEV,2018-Q4,0.874413,Transport
Retail,SD,Zero Emission Vehicles,PHEV,2019-Q1,0.694886,Transport
Retail,SD,Zero Emission Vehicles,PHEV,2019-Q2,0.578002,Transport
Retail,SD,Zero Emission Vehicles,PHEV,2019-Q3,1.155476,Transport
Retail,SD,Zero Emission Vehicles,PHEV,2019-Q4,0.238587,Transport
Retail,SD,Zero Emission Vehicles,PHEV,2020-Q1,0.518566,Transport
Retail,SD,Zero Emission Vehicles,PHEV,2020-Q2,0.330211,Transport
Retail,SD,Zero Emission Vehicles,PHEV,2020-Q3,0.556232,Transport
Retail,SD,Zero Emission Vehicles,PHEV,2020-Q4,1.093734,Transport
Retail,SD,Zero Emission Vehicles,PHEV,2021-Q1,1.107032,Transport
Retail,SD,Zero Emission Vehicles,PHEV,2021-Q2,3.508618,Transport
Retail,SD,Zero Emission Vehicles,PHEV,2021-Q3,1.660416,Transport
Retail,SD,Zero Emission Vehicles,PHEV,2021-Q4,2.716966,Transport
Retail,SD,Zero Emission Vehicles,PHEV,2022-Q1,1.849151,Transport
Retail,SD,Zero Emission Vehicles,PHEV,2022-Q2,2.931923,Transport
Retail,SD,Zero Emission Vehicles,PHEV,2022-Q3,2.374902,Transport
Retail,SD,Zero Emission Vehicles,PHEV,2022-Q4,3.712029,Transport
Retail,SD,Zero Emission Vehicles,PHEV,2023-Q1,4.470597,Transport
Retail,SD,Zero Emission Vehicles,PHEV,2023-Q2,4.680630,Transport
Retail,SD,Zero Emission Vehicles,PHEV,2023-Q3,5.173577,Transport
Retail,SD,Zero Emission Vehicles,PHEV,2023-Q4,5.356899,Transport
Retail,SD,Zero Emission Vehicles,PHEV,2024-Q1,4.240803,Transport
Retail,SD,Zero Emission Vehicles,PHEV,2024-Q2,4.374908,Transport
Retail,SD,Zero Emission Vehicles,PHEV,2024-Q3,5.290211,Transport
Retail,SD,Zero Emission Vehicles,PHEV,2024-Q4,8.589575,Transport
Retail,SD,Zero Emission Vehicles,PHEV,2025-Q1,8.262530,Transport
Retail,SD,Zero Emission Vehicles,PHEV,2025-Q2,8.237656,Transport
Retail,TN,Distributed Electricity and Storage,Commercial OnShoreWind,2018-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial OnShoreWind,2018-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial OnShoreWind,2018-Q3,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial OnShoreWind,2018-Q4,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial OnShoreWind,2019-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial OnShoreWind,2019-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial OnShoreWind,2019-Q3,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial OnShoreWind,2019-Q4,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial OnShoreWind,2020-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial OnShoreWind,2020-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial OnShoreWind,2020-Q3,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial OnShoreWind,2020-Q4,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial OnShoreWind,2021-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial OnShoreWind,2021-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial OnShoreWind,2021-Q3,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial OnShoreWind,2021-Q4,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial OnShoreWind,2022-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial OnShoreWind,2022-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial OnShoreWind,2022-Q3,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial OnShoreWind,2022-Q4,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial OnShoreWind,2023-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial OnShoreWind,2023-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial OnShoreWind,2023-Q3,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial OnShoreWind,2023-Q4,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial OnShoreWind,2024-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial OnShoreWind,2024-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial OnShoreWind,2024-Q3,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial OnShoreWind,2024-Q4,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial OnShoreWind,2025-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial OnShoreWind,2025-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2018-Q1,1.947436,Power
Retail,TN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2018-Q2,0.244457,Power
Retail,TN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2018-Q3,0.160232,Power
Retail,TN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2018-Q4,0.162286,Power
Retail,TN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2019-Q1,0.771131,Power
Retail,TN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2019-Q2,1.023337,Power
Retail,TN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2019-Q3,0.088907,Power
Retail,TN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2019-Q4,0.029031,Power
Retail,TN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2020-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2020-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2020-Q3,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2020-Q4,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2021-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2021-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2021-Q3,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2021-Q4,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2022-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2022-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2022-Q3,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2022-Q4,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2023-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2023-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2023-Q3,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2023-Q4,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2024-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2024-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2024-Q3,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2024-Q4,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2025-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Commercial Solar Photovoltaic,2025-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2018-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2018-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2018-Q3,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2018-Q4,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2019-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2019-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2019-Q3,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2019-Q4,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2020-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2020-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2020-Q3,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2020-Q4,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2021-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2021-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2021-Q3,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2021-Q4,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2022-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2022-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2022-Q3,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2022-Q4,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2023-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2023-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2023-Q3,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2023-Q4,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2024-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2024-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2024-Q3,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2024-Q4,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2025-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Industrial Solar Photovoltaic,2025-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential Batteries,2018-Q4,0.049220,Power
Retail,TN,Distributed Electricity and Storage,Residential Batteries,2019-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential Batteries,2019-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential Batteries,2019-Q3,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential Batteries,2019-Q4,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential Batteries,2020-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential Batteries,2020-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential Batteries,2020-Q3,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential Batteries,2020-Q4,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential Batteries,2021-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential Batteries,2021-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential Batteries,2021-Q3,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential Batteries,2021-Q4,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential Batteries,2022-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential Batteries,2022-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential Batteries,2022-Q3,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential Batteries,2022-Q4,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential Batteries,2023-Q1,0.379141,Power
Retail,TN,Distributed Electricity and Storage,Residential Batteries,2023-Q2,0.018957,Power
Retail,TN,Distributed Electricity and Storage,Residential Batteries,2023-Q3,0.033175,Power
Retail,TN,Distributed Electricity and Storage,Residential Batteries,2023-Q4,0.440751,Power
Retail,TN,Distributed Electricity and Storage,Residential Batteries,2024-Q1,0.062461,Power
Retail,TN,Distributed Electricity and Storage,Residential Batteries,2024-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential Batteries,2024-Q3,0.017846,Power
Retail,TN,Distributed Electricity and Storage,Residential Batteries,2024-Q4,0.062461,Power
Retail,TN,Distributed Electricity and Storage,Residential Batteries,2025-Q1,0.042015,Power
Retail,TN,Distributed Electricity and Storage,Residential Batteries,2025-Q2,0.080528,Power
Retail,TN,Distributed Electricity and Storage,Residential OnShoreWind,2018-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential OnShoreWind,2018-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential OnShoreWind,2018-Q3,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential OnShoreWind,2018-Q4,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential OnShoreWind,2019-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential OnShoreWind,2019-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential OnShoreWind,2019-Q3,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential OnShoreWind,2019-Q4,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential OnShoreWind,2020-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential OnShoreWind,2020-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential OnShoreWind,2020-Q3,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential OnShoreWind,2020-Q4,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential OnShoreWind,2021-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential OnShoreWind,2021-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential OnShoreWind,2021-Q3,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential OnShoreWind,2021-Q4,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential OnShoreWind,2022-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential OnShoreWind,2022-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential OnShoreWind,2022-Q3,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential OnShoreWind,2022-Q4,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential OnShoreWind,2023-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential OnShoreWind,2023-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential OnShoreWind,2023-Q3,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential OnShoreWind,2023-Q4,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential OnShoreWind,2024-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential OnShoreWind,2024-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential OnShoreWind,2024-Q3,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential OnShoreWind,2024-Q4,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential OnShoreWind,2025-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential OnShoreWind,2025-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential Solar Photovoltaic,2018-Q1,1.594608,Power
Retail,TN,Distributed Electricity and Storage,Residential Solar Photovoltaic,2018-Q2,0.977241,Power
Retail,TN,Distributed Electricity and Storage,Residential Solar Photovoltaic,2018-Q3,0.552218,Power
Retail,TN,Distributed Electricity and Storage,Residential Solar Photovoltaic,2018-Q4,0.654596,Power
Retail,TN,Distributed Electricity and Storage,Residential Solar Photovoltaic,2019-Q1,0.962834,Power
Retail,TN,Distributed Electricity and Storage,Residential Solar Photovoltaic,2019-Q2,0.502719,Power
Retail,TN,Distributed Electricity and Storage,Residential Solar Photovoltaic,2019-Q3,0.423193,Power
Retail,TN,Distributed Electricity and Storage,Residential Solar Photovoltaic,2019-Q4,1.121887,Power
Retail,TN,Distributed Electricity and Storage,Residential Solar Photovoltaic,2020-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential Solar Photovoltaic,2020-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential Solar Photovoltaic,2020-Q3,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential Solar Photovoltaic,2020-Q4,0.285875,Power
Retail,TN,Distributed Electricity and Storage,Residential Solar Photovoltaic,2021-Q1,0.013405,Power
Retail,TN,Distributed Electricity and Storage,Residential Solar Photovoltaic,2021-Q2,0.142096,Power
Retail,TN,Distributed Electricity and Storage,Residential Solar Photovoltaic,2021-Q3,0.072389,Power
Retail,TN,Distributed Electricity and Storage,Residential Solar Photovoltaic,2021-Q4,3.651608,Power
Retail,TN,Distributed Electricity and Storage,Residential Solar Photovoltaic,2022-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential Solar Photovoltaic,2022-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential Solar Photovoltaic,2022-Q3,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential Solar Photovoltaic,2022-Q4,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential Solar Photovoltaic,2023-Q1,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential Solar Photovoltaic,2023-Q2,0.000000,Power
Retail,TN,Distributed Electricity and Storage,Residential Solar Photovoltaic,2023-Q3,0.000000,Power
